(Почти) Пять Докторов,,,
Судный день.txt,Десятый Доктор,Роза Тайлер Микки Смит Донна Ноубл,Далеки
Судьба далеков.txt,,Романа I Романа II,Далеки Даврос
Сутех.txt,,,
Существо из Ямы.txt,,Романа I Романа II,
Сфера небытия.txt,,,Мастер
Схема Хамелеон.txt,Одиннадцатый Доктор,,
Сценарист.txt,,,
Сьюзан Форман.txt,Первый Доктор Седьмой Доктор Восьмой Доктор,Барбара Райт Пери Браун Эйс Сара Джейн Смит,Далеки Мастер
Сэм Джонс.txt,,,
Сэмюэль Андерсон.txt,,,
Тёмная вода (ТВ история).txt,Двенадцатый Доктор,Клара Освальд,Киберлюди Мастер
Тёмное пламя.txt,Седьмой Доктор,Эйс,
Таинственная планета.txt,Шестой Доктор,Пери Браун,
Тайное возвращение.txt,Шестой Доктор,Пери Браун,
Тайное происхождение.txt,,,
Тайны звёзд.txt,,,
Танец змеи.txt,Пятый Доктор,Нисса,
ТАРДИС Доктора.txt,Первый Доктор Второй Доктор Пятый Доктор Шестой Доктор Восьмой Доктор Девятый Доктор Десятый Доктор Одиннадцатый Доктор Двенадцатый Доктор,Джо Грант Лила Романа I Романа II Адрик Эйс Микки Смит Донна Ноубл Эми Понд Рори Уильямс Ривер Сонг Клара Освальд Ривер Сонг Джек Харкнесс,Далеки Киберлюди Тишина Плачущие ангелы Даврос Мастер Сонтаранцы Ледяные воины
ТАРДИС Тип 40.txt,Одиннадцатый Доктор,,Мастер
ТАРДИС Тип 70.txt,,,Сирены времени
ТАРДИС.txt,Первый Доктор Одиннадцатый Доктор,Джо Грант Ривер Сонг Ривер Сонг,Мастер Сирены времени
Тардисоды.txt,,,
Тектеюн.txt,Тринадцатый Доктор,,
Тени Вашты Нерады.txt,,,Тишина Вашта Нерада
Тень Ига.txt,Седьмой Доктор,Эйс,
Тень Лондона.txt,,Лила,
Тень смерти.txt,Второй Доктор Одиннадцатый Доктор,,
Терминус (ТВ история).txt,Пятый Доктор,Нисса Вислор Турлоу,
Терри Моллой.txt,,,Даврос
Терри Нейшн.txt,,,Даврос
Террор автонов.txt,Третий Доктор,Джо Грант,Мастер Сознание Нестин
Террор вервоидов.txt,Шестой Доктор Десятый Доктор,Ривер Сонг Ривер Сонг,
Террор зайгонов.txt,,Гарри Салливан,Зайгоны
Террор Макра.txt,Второй Доктор,,
Технологии.txt,,,
Тираннозавры.txt,Третий Доктор Десятый Доктор Одиннадцатый Доктор,Марта Джонс,
Титаник (космический корабль).txt,,,
Тишина в Библиотеке.txt,Десятый Доктор,Донна Ноубл Ривер Сонг Ривер Сонг,Тишина Вашта Нерада
Томас Броди-Сангстер.txt,,,
Томас Гектор Скофилд.txt,Шестой Доктор Седьмой Доктор,Эйс,
Тонкий лёд (ТВ история).txt,Двенадцатый Доктор,Нардол Билл Поттс,
Торчвуд (Big Finish).txt,,,
Торчвуд (значения).txt,,,
Трансдукционный барьер.txt,Первый Доктор,Лила,
Третья мировая война.txt,Девятый Доктор Десятый Доктор,Роза Тайлер Микки Смит,Сливины
Три Доктора.txt,Первый Доктор Второй Доктор Третий Доктор,,
Тринадцатый Доктор.txt,Двенадцатый Доктор Тринадцатый Доктор,Райан Синклер Джек Харкнесс Дэн Льюис,Мастер Птинг Стенз
Туда-сюда.txt,Седьмой Доктор,,
Тук-тук.txt,Двенадцатый Доктор,Нардол Билл Поттс,
Тумстоун.txt,Первый Доктор,Додо Чаплет,
Тэмсин Грег.txt,,,
Уайетт.txt,,,
Убить Доктора!.txt,,Лила,
Убить Луну.txt,Двенадцатый Доктор,Клара Освальд,
Увлавад Кудлак.txt,,,
Удача II.txt,,,
Ужас проклятой скалы.txt,,Лила,Сонтаранцы
Ужасная ночь Николы Теслы.txt,Тринадцатый Доктор,,
Узники времени.txt,Пятый Доктор,Лиз Шоу Лила Адрик Нисса Эйс Адам Митчелл,Мастер Ледяные воины Адам Митчелл Джудуны
Узники судьбы.txt,Пятый Доктор,Нисса,
Узри ворона.txt,Двенадцатый Доктор,Клара Освальд,
Уивилы.txt,,,
Уильям Расселл.txt,Первый Доктор,,
Укравшие у саиф.txt,,Романа I,
Улей Отдыха (ТВ история).txt,,Романа I Романа II,
Улыбнись.txt,Двенадцатый Доктор,Нардол Билл Поттс,
Университет имени Святого Луки.txt,Двенадцатый Доктор,Нардол Билл Поттс,
Уорик Дэвис.txt,,,
Упадок Экселиса.txt,Седьмой Доктор,,
Управление брэндом.txt,,,
Устройство таймонического синтеза.txt,,,
Утопия.txt,Десятый Доктор,Марта Джонс Джек Харкнесс,Мастер
Фадрос Паллуджика.txt,,,Великий Разум
ФайКорп.txt,,Джек Харкнесс,
Фактор Армагеддона.txt,,Романа I,
Фактор Пятилучника.txt,Пятый Доктор Шестой Доктор Седьмой Доктор Восьмой Доктор Девятый Доктор Десятый Доктор Одиннадцатый Доктор Двенадцатый Доктор Тринадцатый Доктор,,Далеки Киберлюди
Фамильяр ведьмы.txt,Двенадцатый Доктор,Ривер Сонг Клара Освальд Ривер Сонг,Даврос
Фантасмагория.txt,Пятый Доктор,,Сирены времени
Филип Хинчклифф.txt,,Лила,
Фитц Крейнер.txt,,,Мастер
Флаббл.txt,,,
Фракция Парадокс.txt,,,
Франк Армитидж.txt,,,
Фрима Аджиман.txt,,Марта Джонс,
Фронтиос (ТВ история).txt,Пятый Доктор,,
Хамелеонные Туры.txt,Второй Доктор,,
Хамелеоны (значения).txt,,,
Хватит лжи.txt,Восьмой Доктор,,
Хекуба.txt,Второй Доктор,Зои Хериот,
Хеликон Прайм (аудио история).txt,Второй Доктор,,
Холодная война (ТВ история).txt,Одиннадцатый Доктор,Клара Освальд,Ледяные воины
Холодная кровь.txt,Одиннадцатый Доктор,Эми Понд Рори Уильямс,
Холодный синтез (роман).txt,Пятый Доктор Седьмой Доктор,Адрик Нисса,Мастер
Хороший человек идёт на войну.txt,Одиннадцатый Доктор,Эми Понд Рори Уильямс Ривер Сонг Ривер Сонг,Киберлюди Тишина
Хранилище тайн.txt,,,Альянс Теней
Хроноворы.txt,Седьмой Доктор,,Мастер Сирены времени
Хуже некуда.txt,,,
Хэзер (Пилот).txt,Двенадцатый Доктор,Билл Поттс,
Хэллоуинский апокалипсис.txt,Тринадцатый Доктор,Дэн Льюис,Плачущие ангелы
Царство счастливых финалов.txt,Восьмой Доктор,,
Цветок памяти.txt,,,
Церковь (Время Доктора).txt,Одиннадцатый Доктор,Ривер Сонг Ривер Сонг,Тишина
Цикличное время.txt,Пятый Доктор,Нисса,
Чёрный архив.txt,,,
Чёрный Страж.txt,Пятый Доктор,,
Чан (Тёмная вода).txt,,,
Чарли Хейс.txt,,,
Чарльз Гордон.txt,,,
Часы Третьего Доктора.txt,Третий Доктор,,
Человеческая природа.txt,Десятый Доктор,Марта Джонс,
Череп - список появлений.txt,,,
Черил Фергюсон.txt,,,
Четвёртый Доктор.txt,Четвертый Доктор,Гарри Салливан Адрик Нисса,Мастер
Четверо в Судный день.txt,Пятый Доктор,Адрик Нисса,
Чума чёрных скорпионов.txt,Первый Доктор Пятый Доктор Шестой Доктор Седьмой Доктор Восьмой Доктор Девятый Доктор Десятый Доктор Одиннадцатый Доктор Двенадцатый Доктор Тринадцатый Доктор,,Киберлюди
Шада (аудио история).txt,Восьмой Доктор,Романа I Романа II,
Шада (значения).txt,,,
Шада (ТВ история).txt,,Романа I Романа II,
Шарлотта Поллард.txt,,,Мастер
Шестой Доктор.txt,Шестой Доктор,Пери Браун,Даврос Мастер
Шинейд Майкл.txt,,,
Школьное воссоединение.txt,Десятый Доктор,Роза Тайлер Микки Смит Сара Джейн Смит,
Шон Карлсен.txt,,,
Шон Паркс.txt,,,
Шоу уродов.txt,Пятый Доктор,,
Шоуни Ямагучи.txt,,,
Шторм ангелов (аудио история).txt,Первый Доктор,,
Штормовое предупреждение.txt,Восьмой Доктор,,
Эволюция далеков.txt,Десятый Доктор,Марта Джонс,Далеки
Эдвард Солт.txt,,,
Экксилон.txt,Третий Доктор,Сара Джейн Смит,
Экспедиция Дайдуса.txt,Первый Доктор Пятый Доктор Шестой Доктор Седьмой Доктор Восьмой Доктор Девятый Доктор Десятый Доктор Одиннадцатый Доктор Двенадцатый Доктор Тринадцатый Доктор,,Киберлюди
Эксперимент Лазаруса.txt,Десятый Доктор,Марта Джонс,
Эксперимент сонтаранца.txt,,,
Элемент апокалипсиса.txt,,,
Элизабет Гантри.txt,,,Мастер
Эль Акир.txt,,,
Эми Понд - список появлений.txt,,Эми Понд,
Эми Понд.txt,Одиннадцатый Доктор,Эми Понд Рори Уильямс Ривер Сонг Ривер Сонг,Далеки Вашта Нерада
Эминенс.txt,Шестой Доктор,,Мастер
Эндрю Феттс.txt,,,
Эндрю Хейден-Смит.txt,,,
Энергетический бластер.txt,Десятый Доктор Одиннадцатый Доктор,Роза Тайлер Микки Смит,Киберлюди
Юбилей (аудио история).txt,Шестой Доктор,,Далеки
Ядовитые моря.txt,,,Морские дьяволы
Ярость из глубины.txt,Второй Доктор,,
Ясмин Кан.txt,,Эйс Дэн Льюис,
