URL,Name,Doctor,Companions,Producer,Data,Content
"https://tardis.fandom.com/ru/wiki/%D0%96%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D0%B0,_%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D0%B0%D1%8F_%D1%83%D0%BF%D0%B0%D0%BB%D0%B0_%D0%BD%D0%B0_%D0%97%D0%B5%D0%BC%D0%BB%D1%8E","
					Женщина, которая упала на Землю				",Тринадцатый Доктор,Райан,Алекс Мерсер,7 октября 2018,"Женщина, которая упала на Землю The Woman Who Fell to Earth Доктор Кто : 11 сезон 1 серия Доктор: Тринадцатый Доктор Спутники: Райан , Яс , Грэм , Грэйс Враги: Тзим-Ша , собиратель информации Место: Земля - Англия - Шеффилд - сентябрь 2018 Производственная информация Автор: Крис Чибнелл Режиссёр: Джейми Чайлдс Продюсер: Алекс Мерсер Номер: 277 Дата выхода: 7 октября 2018 Формат: 63-минутный эпизод Отрывок За кулисами Доктор Кто ← Предыдущее Следующее → Дважды во времени Призрачный памятник Женщина, которая упала на Землю — 1 эпизод 11 сезона возобновлённого « Доктора Кто » , показанный 7 октября 2018 года. Это первый полноценный эпизод с участием Джоди Уиттакер в роли Тринадцатого Доктора , где были представлены её новые спутники: Грэм О'Брайен , Райан Синклер и Ясмин Кан , которых сыграли Брэдли Уолш , Тосин Коул и Мэндип Гилл . Бабушку Райана и жену Грэма по имени Грэйс также сыграла Шэрон Д. Кларк . В Великобритании эпизод побил рекорд по просмотрам регулярного эпизода на телевидении со времён премьеры 4 сезона , а также набрал наибольшее количество зрителей у британских экранов среди всех остальных премьерных эпизодов нового Доктора со времён возрождения сериала в 2005. Одновременно был организован показ серии в кинотеатрах некоторых стран мира, включая Россию. Данная серия стала значимым моментом в истории сериала, так как здесь впервые состоялся полноценный дебют женского воплощения Доктора. С этого сезона у сериала начался новый производственный период под руководством шоураннера Криса Чибнелла , который решил обновить сериал, чтобы привлечь новую аудиторию - в том числе, он отошёл от основной комбинации главных героев в возрождённом « Докторе Кто », по которой в ТАРДИС обычно путешествовало двое - Доктор и один спутник, сценарист вернулся к истокам , объединив Доктора с тремя персонажами-компаньонами. Эта серия также примечательна тем, что здесь не было заставки - вариация новой главной темы появляется прямо посреди серии (когда по ходу сюжета впервые появляется Доктор), а также на заключительных титрах. Музыкальную аранжировку темы написал Сегун Акинола , который также стал новым композитором сериала, сменив Мюррея Голда, занимавшего пост с 2005 года. Кроме того, в эпизоде ни разу не появилась ТАРДИС и, соответственно, зрителям пока не был раскрыт её новый интерьер. Здесь также впервые показан процесс сооружения звуковой отвёртки , раньше это оставалось за кадром. Серия завершилась клиффхангером, который продолжил следующий эпизод . Загадочная женщина, не помнящая даже своего имени, падает с неба прямо к Райану, Ясмин и Грэму, и это изменит их жизни навсегда… "
https://tardis.fandom.com/ru/wiki/%D0%9F%D1%80%D0%B8%D0%B7%D1%80%D0%B0%D1%87%D0%BD%D1%8B%D0%B9_%D0%BF%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA,"
					Призрачный памятник				",Тринадцатый Доктор,Грэм,Алекс Мерсер,14 октября 2018,"Призрачный памятник The Ghost Monument Доктор Кто : 11 сезон 2 серия Доктор: Тринадцатый Доктор Спутники: Грэм , Райан , Яс Враги: Илин , Остатки , СнайперБоты , Стенза (не появляются) Место: Космические корабли Ангстром и Эпзо Пустошь ТАРДИС Доктора Производственная информация Автор: Крис Чибнелл Режиссёр: Марк Тондерай Продюсер: Алекс Мерсер и Адам Фридлендер Номер: 278 Дата выхода: 14 октября 2018 Формат: 49-минутный эпизод Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Женщина, которая упала на Землю Роза Призрачный памятник — 2 эпизод 11 сезона возобновлённого « Доктора Кто » , показанный 7 октября 2018 года. Сюжет серии прямо продолжает финал предыдущей, где Доктор и её новые друзья по ошибке материализовались прямо посреди космоса. Здесь вновь присутствует воинственная раса Стенза , впервые появившаяся в прошлом эпизоде, однако они лишь повлияли на события серии в прошлом, и в ходе сюжета не участвуют. Кроме того, впервые было введено понятие « Вечное дитя » из прошлого Доктора, значение которого объяснено в финале 12 сезона . Именно в этом эпизоде впервые была показана новая заставка сериала, а также новый логотип, который был раскрыт ещё во время промо-кампании в 2017 году. Кроме того, зрители здесь впервые увидели новый интерьер ТАРДИС, и внутренний, и наружний, который также немного изменился. Смогут ли Доктор и ее новые друзья выжить во враждебной инопланетной среде и раскрыть тайну планеты Пустошь? "
https://tardis.fandom.com/ru/wiki/%D0%A0%D0%BE%D0%B7%D0%B0_(%D0%A2%D0%92_%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_2018),"
					Роза (ТВ история 2018)				",Тринадцатый Доктор,Грэм,Алекс Мерсер,21 октября 2018,"Роза Rosa Доктор Кто : 11 сезон 3 серия Доктор: Тринадцатый Доктор Спутники: Грэм , Райан , Яс Участвуют: Роза Паркс Враги: Краско Камео: Мартин Лютер Кинг Место: Земля - США - штат Алабама - Монтгомери - 1943 и с 30 ноября по 1 декабря 1955 ТАРДИС Доктора Производственная информация Автор: Мэлори Блэкман и Крис Чибнелл Режиссёр: Марк Тондерай Продюсер: Алекс Мерсер и Адам Фридлендер Номер: 279 Дата выхода: 21 октября 2018 Формат: 50-минутный эпизод Официальный трейлер Доктор Кто ← Предыдущее Следующее → Призрачный памятник Арахниды в Соединённом Королевстве Роза — 3 эпизод 11 сезона возобновлённого « Доктора Кто » , показанный 21 октября 2018 года. Сюжет серии развивается вокруг важного события в истории расовой сегрегации в США, которое привело к бойкоту автобусных линий в Монтгомери в 1955 году , когда чернокожая швея по имени Роза Паркс отказалась уступить место белому пассажиру, за что была арестована. В 2019 году эпизод получил награду BAFTA и был номинирован на премию Хьюго за лучшую драматическую постановку. Доктор и её новые спутники в Алабаме 50-х встречают одну из величайших героинь прошлого и обнаруживают заговор из будущего… "
https://tardis.fandom.com/ru/wiki/%D0%90%D1%80%D0%B0%D1%85%D0%BD%D0%B8%D0%B4%D1%8B_%D0%B2_%D0%A1%D0%BE%D0%B5%D0%B4%D0%B8%D0%BD%D1%91%D0%BD%D0%BD%D0%BE%D0%BC_%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%81%D1%82%D0%B2%D0%B5,"
					Арахниды в Соединённом Королевстве				",Тринадцатый Доктор,Грэм,Алекс Мерсер,28 октября 2018,"Арахниды в Соединённом Королевстве Arachnids in the UK Доктор Кто : 11 сезон 4 серия Доктор: Тринадцатый Доктор Спутники: Грэм , Райан , Яс Участвуют: Наджия , Наким и Соня Кан Враги: Джек Робертсон , гигантские пауки Камео: Образ Грэйс Место: Земля - Англия - Шеффилд - 2018 ТАРДИС Доктора Производственная информация Автор: Крис Чибнелл Режиссёр: Салли Апрахеймиан Продюсер: Алекс Мерсер Номер: 280 Дата выхода: 28 октября 2018 Формат: 50-минутный эпизод Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Роза Загадка Цуранга Арахниды в Соединённом Королевстве — 4 эпизод 11 сезона возобновлённого « Доктора Кто » , показанный 28 октября 2018 года. Сюжет серии происходит в родном городе и родном времени Грэма, Райана и Яс, куда Доктор их возвращает впервые со времён первого эпизода . Они сталкиваются с угрозой гигантских пауков, которые возникли из-за токсичных отходов деятельности бизнеса Джека Робертсона , который позже вернётся в эпизоде « Революция далеков » (2021). Здесь также впервые появляются члены семьи Яс: Наджия , Наким и Соня Кан , а также произошло возвращение Шэрон Д. Кларк в роли погибшей Грэйс , которая появляется в качестве видений Грэма, который пытается смириться с утратой. В конце серии новые спутники Доктора решают продолжить путешествовать в ТАРДИС, впервые сделав осознанный выбор присоединиться к ней. ТАРДИС возвращаются в Йоркшир, и путешественники обнаруживают, что что-то происходит среди паукообразных Шеффилда. "
https://tardis.fandom.com/ru/wiki/%D0%97%D0%B0%D0%B3%D0%B0%D0%B4%D0%BA%D0%B0_%D0%A6%D1%83%D1%80%D0%B0%D0%BD%D0%B3%D0%B0,"
					Загадка Цуранга				",Тринадцатый Доктор,Грэм,Алекс Мерсер,4 ноября 2018,"Загадка Цуранга The Tsuranga Conundrum Доктор Кто : 11 сезон 5 серия Доктор: Тринадцатый Доктор Спутники: Грэм , Райан , Яс Враги: Птинг Место: Цуранга - 67 век Производственная информация Автор: Крис Чибнелл Режиссёр: Дженнифер Перротт Продюсер: Алекс Мерсер Номер: 281 Дата выхода: 4 ноября 2018 Формат: 51-минутный эпизод Официальный трейлер Доктор Кто ← Предыдущее Следующее → Арахниды в Соединённом Королевстве Демоны Пенджаба Загадка Цуранга — 5 эпизод 11 сезона возобновлённого « Доктора Кто » , показанный 4 ноября 2018 года. Сюжет серии развивается на борту медицинского космического корабля в далёком будущем, где Доктор и её спутники сталкиваются с Птингом , существом пожирающим неорганические материалы. Доктор и её друзья оказываются на борту госпитального корабля, куда пробрался странный и смертельно опасный нарушитель… "
https://tardis.fandom.com/ru/wiki/%D0%94%D0%B5%D0%BC%D0%BE%D0%BD%D1%8B_%D0%9F%D0%B5%D0%BD%D0%B4%D0%B6%D0%B0%D0%B1%D0%B0,"
					Демоны Пенджаба				",Тринадцатый Доктор,Грэм,Алекс Мерсер,11 ноября 2018,"Демоны Пенджаба Demons of the Punjab Доктор Кто : 11 сезон 6 серия Доктор: Тринадцатый Доктор Спутники: Грэм , Райан , Яс Участвуют: Наджия , Наким и Соня Кан , тиджарианцы Враги: Маниш Место: Земля - Пакистан / Индия : Пенджаб (17-18 августа 1947 ) / Англия : Шеффилд ( 2018 ) ТАРДИС Доктора Производственная информация Автор: Винай Патель Режиссёр: Джейми Чайлдс Продюсер: Алекс Мерсер Номер: 282 Дата выхода: 11 ноября 2018 Формат: 51-минутный эпизод Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Загадка Цуранга Бабах! Демоны Пенджаба — 6 эпизод 11 сезона возобновлённого « Доктора Кто » , показанный 11 ноября 2018 года. Сюжет развивается вокруг исторического раздела Британской Индии в 1947 году , где Доктор и её спутники находят бабушку Яс в молодости. В этой истории впервые появляются тиджарианцы , изначально Доктор по репутации осуждает их как убийц, однако раскрывается, что последние представители расы путешествуют лишь ради того, чтобы стать свидетелями смерти тех, кто погибает в одиночестве. Подобный сюжетный элемент ранее был в серии « Дважды во времени » (2017). В апреле 2019 года эпизод был номинирован на премью Хьюго за лучшую драматическую постановку. Также автор серии Винай Патель получил награду Eastern Eye Arts, Theater, and Culture Awards (ACTA) как лучший сценарист. Неудержимое желание Яс узнать подробности жизни её бабушки приводит её друзей и Доктора в Пенджаб 1947 года. "
https://tardis.fandom.com/ru/wiki/%D0%91%D0%B0%D0%B1%D0%B0%D1%85!,"
					Бабах!				",Тринадцатый Доктор,Грэм,Алекс Мерсер,18 ноября 2018,"Бабах! Kerblam! Доктор Кто : 11 сезон 7 серия Доктор: Тринадцатый Доктор Спутники: Грэм , Райан , Яс Враги: Чарли Даффи Место: Луна Кандоки - Kerb!am - +135 год ТАРДИС Доктора Производственная информация Автор: Пит МакТай Режиссёр: Дженнифер Перротт Продюсер: Алекс Мерсер Номер: 283 Дата выхода: 18 ноября 2018 Формат: 50-минутный эпизод Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Демоны Пенджаба Искатели ведьм Бабах! , или Керблам! — 7 эпизод 11 сезона возобновлённого « Доктора Кто » , показанный 18 ноября 2018 года. Сюжет серии развивается на огромном галактическом складе, важную роль играет проблема роботизации рабочих мест, а также радикализация недовольных, которые готовы пойти на крайние меры. Загадочное сообщение приводит Доктора и её спутников к расследованию самого большого складского спутника в галактике. Доктор получает таинственную посылку, в которой находит призыв о помощи. Вместе со своими спутниками она направляется в штаб-квартиру «Керблам», межгалактического интернет-магазина, из которого пришла посылка. «Керблам» представляет собой в основном склады, оснащённая автоматическими системами, которых местный персонал называет «коллеги». Доктор, Грэм, Райан и Ясмин внедряются под видом новых сотрудников и знакомятся с немногими людьми, которые работают в интернет-магазине - лицом компании Дэном Купером, диспетчером Кирой Арло и влюблённым в Киру рабочим Чарли Даффи. Вскоре они выясняют, что на складах регулярно пропадают сотрудники и что в компании очень тяжёлые условия труда. Вскоре исчезает Дэн, и Доктор начинает подозревать. что с автоматизированными системами что-то не так. Тем не менее, Джуди Мэддокс и Джарва Слэйд, возглавляющие человеческий персонал, всячески отрицают как свою причастность к пропаже людей, так и какие-либо проблемы в компании. Однако вскоре кто-то похищает Киру и Доктор преследует похитителя до расположенного уровнем ниже полностью автоматического конвейера по упаковке и погрузке посылок. Там Повелительница времени обнаруживает останки пропавших людей, а также целую армию роботов-курьеров , держащих некие свёртки. Доктор использует устаревшую модель «коллеги». чтобы войти в контакт с ИИ «Керблама». который. как оказалось, и вызвал её для того, чтобы выяснить, что не так с автоматизированной рабочей силой. Тем временем Ясмин, Райан и Чарли становятся свидетелями смерти Киры в результате взаимодействия с пузырчатой плёнкой, и Доктор понимает, что кто-то превратил данный материал в оружие с целью использовать его на клиентах «Керблама». Вскоре Чарли раскрывает, что за всем стоял именно он. По его словам. он не хотел смерти Киры, а его единственной целью было прекращение полной автоматизации производства, из-за которой люди становятся не нужны. Получив работу в «Кербламе», он стал похищать людей и использовать их в качестве подопытных при создании своего опасного обёрточного материала, который впоследствии должен был вызвать несколько внезапных смертей среди клиентов компании, что немедленно списали бы на недостатки автоматизации и отсутствие контроля со стороны человеческого персонала. Поняв, что ИИ компании убил Киру, чтобы заставить Чарли осознать свою ошибку, Доктор перепрограммирует «коллег», чтобы собрать всю пузырчатую плёнку в одном месте. Пока все убегают, Чарли остается и погибает в результате мощного взрыва, разрушившего конвейер. После произошедшего Мэддокс и Слэйд решают восстановить «Керблам», но теперь они намерены использовать по большей части людей-рабочих. "
https://tardis.fandom.com/ru/wiki/%D0%98%D1%81%D0%BA%D0%B0%D1%82%D0%B5%D0%BB%D0%B8_%D0%B2%D0%B5%D0%B4%D1%8C%D0%BC,"
					Искатели ведьм				",Тринадцатый Доктор,Грэм,Алекс Мерсер,25 ноября 2018,"Искатели ведьм The Witchfinders Доктор Кто : 11 сезон 8 серия Доктор: Тринадцатый Доктор Спутники: Грэм , Райан , Яс Участвуют: Король Яков I Враги: Моракс , Бека Савадж Место: Земля - Англия - Ланкашир - Байлхёрст-Крагг - 17 век Производственная информация Автор: Джой Уилкинсон Режиссёр: Салли Апрахеймиан Продюсер: Алекс Мерсер Номер: 284 Дата выхода: 25 ноября 2018 Формат: 46-минутный эпизод Официальный трейлер Доктор Кто ← Предыдущее Следующее → Бабах! Оно уносит тебя Искатели ведьм — 8 эпизод 11 сезона возобновлённого « Доктора Кто » , показанный 25 ноября 2018 года. Сюжет развивается во времена уголовного преследования ведьм в XVII веке. Здесь также произошло появление короля Англии Якова I , роль которого исполнил Алан Камминг . Доктор, Райан, Грэм и Яс прибывают в Ланкашир XVII века и оказываются вовлечёнными в суд над ведьмами. "
https://tardis.fandom.com/ru/wiki/%D0%9E%D0%BD%D0%BE_%D1%83%D0%BD%D0%BE%D1%81%D0%B8%D1%82_%D1%82%D0%B5%D0%B1%D1%8F,"
					Оно уносит тебя				",Тринадцатый Доктор,Грэм,Алекс Мерсер,2 декабря 2018,"Оно уносит тебя It Takes You Away Доктор Кто : 11 сезон 9 серия Доктор: Тринадцатый Доктор Спутники: Грэм , Райан , Яс Участвуют: Солитракт Место: Земля - Норвегия - 2018 Анти-зона Вселенная Солитракта Производственная информация Автор: Эд Хайм Режиссёр: Джейми Чайлдс Продюсер: Алекс Мерсер Номер: 285 Дата выхода: 2 декабря 2018 Формат: 49-минутный эпизод Официальный трейлер Доктор Кто ← Предыдущее Следующее → Искатели ведьм Битва на Ранскур Ав Колос Оно уносит тебя — 9 эпизод 11 сезона возобновлённого « Доктора Кто » , показанный 2 декабря 2018 года. В этой серии была введена концепция Солитракта - сознания со времён образования вселенной, которое было изгнано в собственную реальность, и о которой Доктор узнала в детстве на Галлифрее . Одной из форм, которую принял Солитракт, была Грэйс О'Брайен , погибшая в первой серии сезона , и к её роли вновь вернулась Шэрон Д. Кларк . Что за монстр блуждает в норвежских лесах вокруг хижины, и почему девочке по имени Ханна нужна помощь? "
https://tardis.fandom.com/ru/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%BD%D0%B0_%D0%A0%D0%B0%D0%BD%D1%81%D0%BA%D1%83%D1%80_%D0%90%D0%B2_%D0%9A%D0%BE%D0%BB%D0%BE%D1%81,"
					Битва на Ранскур Ав Колос				",Тринадцатый Доктор,Грэм,Алекс Мерсер,9 декабря 2018,"Битва на Ранскур Ав Колос The Battle of Ranskoor Av Kolos Доктор Кто : 11 сезон 10 серия Доктор: Тринадцатый Доктор Спутники: Грэм , Райан , Яс Участвуют: Оксы Враги: Тзим-Ша Место: Ранскур Ав Колос - 5425 и 2018 ТАРДИС Доктора Производственная информация Автор: Крис Чибнелл Режиссёр: Джейми Чайлдс Продюсер: Алекс Мерсер Номер: 286 Дата выхода: 9 декабря 2018 Формат: 49-минутный эпизод Официальный трейлер Доктор Кто ← Предыдущее Следующее → Оно уносит тебя Решение Битва на Ранскур Ав Колос — 10 и последний эпизод 11 сезона возобновлённого « Доктора Кто » , показанный 9 декабря 2018 года. Сюжет является сиквелом первого эпизода сезона, « Женщина, которая упала на Землю » , показав возвращение Тзим-Ша из расы Стенза , который пережил своё поражение и планирует отмщение Доктору. Важной темой эпизода также стала гибель Грэйс О'Брайен , произошедшая в той же серии. На планете Ранскур Ав Колос лежат останки после войны. Почему командир потерял память? И кто такие Оксы? "
