URL,Name,Doctor,Companions,Producer,Data,Content
https://tardis.fandom.com/ru/wiki/%D0%9F%D0%B8%D1%80%D0%B0%D0%BC%D0%B8%D0%B4%D0%B0_%D0%BD%D0%B0_%D0%BA%D1%80%D0%B0%D1%8E_%D1%81%D0%B2%D0%B5%D1%82%D0%B0,"
					Пирамида на краю света				",Двенадцатый Доктор,Билл Поттс,Питер Беннетт,27 мая 2017,"Пирамида на краю света The Pyramid at the End of the World Доктор Кто : 10 сезон 7 серия Доктор: Двенадцатый Доктор Спутники: Билл Поттс , Нардол Враги: Монахи Место: Земля - Англия ( Бристоль : Университет Святого Луки ; Йоркшир : Агротопливный исследовательский центр ) и Турмезистан - 2017 Производственная информация Автор: Питер Харнесс и Стивен Моффат Режиссёр: Дэниэл Неттхейм Продюсер: Питер Беннетт Номер: 271 Дата выхода: 27 мая 2017 Формат: 46-минутный эпизод Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Экстремис Положение Пирамида на краю света (англ. The Pyramid at the End of the World ) — 7 серия 10 сезона возобновлённого « Доктора Кто » , показанная 27 мая 2017 года. Здесь произошло вторжение монахов на Землю, о наступлении которого Доктор узнал в финале прошлого эпизода . Доктор всё ещё слеп из-за событий позапрошлой серии , и в конце данного эпизода Билл узнаёт об этом и позволяет Монахам захватить Землю в обмен на восстановление его зрения - сюжетная арка Монахов завершается в следующем эпизоде . Пирамида, которой уже пять тысяч лет, стоит посреди зоны военных действий, где вот-вот сойдутся в битве армии Китая , России и Америки . Загвоздок много, но одна беспокоит Доктора больше прочих — ещё вчера никакой пирамиды на этом месте не было. Доктор, Билл и Нардол сталкиваются с инопланетным вторжением, которого раньше не бывало — перед захватом планеты пришельцам нужно согласие человечества. "
https://tardis.fandom.com/ru/wiki/%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,"
					Положение				",Двенадцатый Доктор,Билл Поттс,Питер Беннетт,3 июня 2017,"Положение The Lie of the Land Доктор Кто : 10 сезон 8 серия Доктор: Двенадцатый Доктор Спутники: Билл Поттс , Нардол Участвуют: Мисси Враги: Монахи Место: Земля - Англия - после 2017 Производственная информация Автор: Тоби Уитхаус Режиссёр: Уэйн Йип Продюсер: Питер Беннетт Номер: 272 Дата выхода: 3 июня 2017 Формат: 45-минутный эпизод Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Пирамида на краю света Императрица Марса Положение (англ. The Lie of the Land ) — 8 серия 10 сезона возобновлённого « Доктора Кто » , показанная 3 июня 2017 года. Здесь произошло завершение трёхсерийной сюжетной арки вторжения монахов на Землю, показана их оккупация планеты, сотрудничество с Доктором и созданное ложное восприятие человеческой истории, через которое правду видят немногие, включая Билл. Появляется Мисси , впервые показанная внутри хранилища в Университете Святого Луки, заключение там которой было раскрыто в позапрошлой серии « Экстремис ». Впервые говорится о том, что Доктор желает избавить Мисси от зла, эта сюжетная арка завершится в финале сезона . Посреди серии Доктор начинает регенерировать , однако это оказывается постановкой ради того, чтобы проверить Билл. Весь мир в заблуждении, и правду видит только Билл Поттс. Теперь даже Доктор сражается не за тех, и именно Билл должна убедить его, что человечество в смертельной опасности. А если не удастся, ей придется просто убить своего лучшего друга. "
https://tardis.fandom.com/ru/wiki/%D0%98%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D1%80%D0%B8%D1%86%D0%B0_%D0%9C%D0%B0%D1%80%D1%81%D0%B0,"
					Императрица Марса				",Двенадцатый Доктор,Билл Поттс,Никки Уилсон,10 июня 2017,"Императрица Марса Empress of Mars Доктор Кто : 10 сезон 9 серия Доктор: Двенадцатый Доктор Спутники: Билл Поттс Участвуют: Ледяные воины , Нардол Враги: Невилл Кечлав Камео: Мисси , Альфа Центавра Место: Марс - 1881 Земля - Англия ( Бристоль - Университет Святого Луки ) и США ( NASA ) - 2010-е ТАРДИС Доктора Производственная информация Автор: Марк Гейтисс Режиссёр: Уэйн Йип Продюсер: Никки Уилсон Номер: 273 Дата выхода: 10 июня 2017 Формат: 45-минутный эпизод Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Положение Пожиратели света Императрица Марса (англ. Empress of Mars ) — 9 серия 10 сезона возобновлённого « Доктора Кто » , показанная 10 июня 2017 года. Здесь произошло возвращение ледяных воинов , и впервые появилась их королева. Продолжается сюжетная арка Хранилища, по которой Доктор сторожит Мисси в Университете Святого Луки, на этот раз она впервые покидает его, чтобы помочь Нардолу вернуть ТАРДИС на Марс и спасти Доктора и Билл. В конце серии произошло камео Альфа Центавры из серий « Проклятие Пеладона » (1972) и « Монстр Пеладона » (1973), где он появлялся в качестве представителя Галактической Федерации, куда входили ледяные воины. Его вновь озвучила Исанн Чёрчмен . Доктор, Билл и Нардол прибывают на Марс и оказываются в гуще невозможного конфликта между ледяными воинами… и солдатами Викторианской эпохи. Марсианское войско пробуждается вокруг, а Доктору предстоит нелёгкий выбор — ведь на этот раз люди вторгаются к ледяным воинам, а не наоборот. Земля объявляет войну Марсу, и чью сторону выберет Доктор? "
https://tardis.fandom.com/ru/wiki/%D0%9F%D0%BE%D0%B6%D0%B8%D1%80%D0%B0%D1%82%D0%B5%D0%BB%D0%B8_%D1%81%D0%B2%D0%B5%D1%82%D0%B0_(%D0%A2%D0%92_%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F),"
					Пожиратели света (ТВ история)				",Двенадцатый Доктор,Билл Поттс,Никки Уилсон,17 июня 2017,"Пожиратели света The Eaters of Light Доктор Кто : 10 сезон 10 серия Доктор: Двенадцатый Доктор Спутники: Билл Поттс , Нардол Враги: Пожиратели света Камео: Мисси Место: Земля - Шотландия - Абердин - 2 век и 2010-е ТАРДИС Доктора Производственная информация Автор: Рона Манро Режиссёр: Чарльз Палмер Продюсер: Никки Уилсон Номер: 274 Дата выхода: 17 июня 2017 Формат: 44-минутный эпизод Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Императрица Марса Будь вечны наши жизни Пожиратели света (англ. The Eaters of Light ) — 10 серия 10 сезона возобновлённого « Доктора Кто » , показанная 17 июня 2017 года. Сюжет серии развивается во время Римского вторжения в Британию во II веке нашей эры, рассказывая о судьбе девятого легиона во время военных действий в Шотландии. Исчезновение легиона давно является популярной темой для теорий без точного исторического ответа. В конце серии также продолжается сюжетная арка Мисси , которую Доктор на протяжении 10 сезона хочет изменить к лучшему. Давным-давно в туманах Шотландии исчез девятый римский легион. У Билл есть догадки о том, что могло с ним случиться, а у Доктора — машина времени. Но оказавшись в древнем Абердиншире, они находят угрозу страшнее любой армии — дверь в кургане, ведущую в конец света. "
https://tardis.fandom.com/ru/wiki/%D0%91%D1%83%D0%B4%D1%8C_%D0%B2%D0%B5%D1%87%D0%BD%D1%8B_%D0%BD%D0%B0%D1%88%D0%B8_%D0%B6%D0%B8%D0%B7%D0%BD%D0%B8_(%D0%A2%D0%92_%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F),"
					Будь вечны наши жизни (ТВ история)				",Двенадцатый Доктор,Билл Поттс,Питер Беннетт,24 июня 2017,"Будь вечны наши жизни World Enough and Time Доктор Кто : 10 сезон 11 серия Доктор: Двенадцатый Доктор Спутники: Билл Поттс , Нардол , Мисси Враги: Мастер , киберлюди Место: Мондасианский корабль-колония у чёрной дыры ТАРДИС Доктора Земля - Англия - Бристоль - Университет Святого Луки - 2010-е Производственная информация Автор: Стивен Моффат Режиссёр: Рэйчел Талалэй Продюсер: Питер Беннетт Номер: 275a Дата выхода: 24 июня 2017 Формат: 45-минутный эпизод Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Пожиратели света Падение Доктора Будь вечны наши жизни — 11 серия 10 сезона возобновлённого « Доктора Кто » , показанная 24 июня 2017 года. Первая часть двухсерийной истории, которая завершила сезон. Здесь произошло возвращение Джона Симма к роли Мастера , который в последний раз появлялся в эпизоде « Конец времени » (2010). Его встреча с Мисси сделала эту серию первой в сериале, в которой участвуют сразу несколько воплощений Мастера (хотя ранее подобные истории уже были в расширенной вселенной ). В серии также вернулись оригинальные мондасианские киберлюди из финальной серии Первого Доктора « Десятая планета » (1966), и также показано их происхождение. Эта тема также уже затрагивалась в различных историях расширенной вселенной - комиксах « Формирователи мира » (1987) и « Киберлюди » (1994-1996), а также аудиопьесе с Пятым Доктором « Запасные части » (2002). Здесь произошло первое полноценное появление киберлюдей в сериале со времён « Смерти на небесах » (2014). Во флэшбеках, показывающих разговор Доктора и Билл в Университете Святого Луки, он рассказывает о дружбе с Мастером в детстве и о том, о чём они когда-то мечтали. Также он упоминает, что хочет помочь Мисси, что связывает воедино сюжетную линию 10 сезона. Кроме того, в начале серии было показано начало регенерации Двенадцатого Доктора - эта сцена продолжится в следующих двух эпизодах, « Падение Доктора » и « Дважды во времени ». Ради дружбы Доктор совершает большую ошибку. В ловушке на огромном космическом корабле, в горизонте событий чёрной дыры он видит смерть человека, которого поклялся защищать. Сможет ли он искупить ошибку? Или ничего уже не изменить? На этот раз главный враг Повелителя Времени — само время… Доктор регенерирует Посреди заснеженного ландшафта материализуется ТАРДИС , из которой выходит смертельно раненый Двенадцатый Доктор , падает на колени и начинает регенерировать. Задолго до этого начинает развиваться цепочка событий. Доктор желает проверить, насколько изменилась Мисси , и отправляет ее вместе с Билл и Нардолом на собственную миссию - разумеется, под постоянным наблюдением Доктора. Билл , впрочем, эта затея не нравится. Позже, в тот же день, Билл и Доктор едят вместе, и Доктор заявляет, что Мисси - единственное существо, хотя бы как-то похожее на него. Билл признается, что Мисси пугает ее. В конце концов, она соглашается на его идею, но просит Доктора пообещать, что она не погибнет. Космический корабль Мисси, Билл и Нардол отправляются на космический корабль, находящийся на самом горизонте событий черной дыры. Мисси представляется как «Доктор Кто», уверяя всех что, это настоящее имя Доктора. Довольно скоро они встречают синего гуманоида по имени Жорж , который требует ответа на вопрос, кто из присутствующих там - человек. Билл говорит, что она - но тогда Жорж готовится убить Билл, поскольку снизу уже поднимаются некие существа, чтобы забрать человека. Несмотря на просьбы Доктора оставить Билл, Жорж стреляет - и попадает Билл точно в грудь. Загадочные фигуры в больничных халатах, появившиеся из лифта, забирают ее тело и утверждают, что они починят ее. Доктор верит им, но прямо перед отбытием лифта Доктор с помощью телепатии обращается к подсознанию Билл с просьбой дождаться его. Доктор, Мисси, Нардол и Жорж смотрят на чёрную дыру Доктор пытается вызвать лифты, но Жорж угрожает ему своим бластером. А Мисси начинает угрожать Жоржу своим звуковым зонтом, так как она считает что только ей разрешено убить Доктора. Жорж рассказывает, что корабль совсем новый, колонисты ещё не погрузились, а экипаж из пятьдесяти человек летел, чтобы забрать их. Однако данные сканирования говорят о том, что на корабле находятся тысячи живых организмов, появившихся будто ниоткуда. Выясняется, что из-за того, что нижняя часть корабля находится дальше от черной дыры, чем верхняя, там время движется быстрее. Доктор, Мисси, Нардол и Жорж находятся в верхней части. Доктор также отметил, что существа внизу являются потомками экипажа, которые отправились в нижнюю часть корабля, когда его стало притягивать к чёрной дыре. В то время как для Жоржа прошло всего два дня, для тех, кто был внизу, прошли десятилетия. Жорж признается, что он - лишь уборщик. Затем Доктор вырубает его, и вместе с Нардолом и Мисси отправляется на поиски Билл. Нардол интересуется, сколько же прошло время для Билл? Доктор отвечает, что надеется, не слишком много. Между тем, внизу корабля Билл просыпается в больничной палате с кибернетическим сердцем. Пугающий человек смотрит на нее, но когда она начинает приходить в себя, тут же убегает. Окончательно очнувшись, она коротко видит образ Доктора, говорящего ей дождаться его. Она встает на ноги и разглядывает комнату, замечая, что на стене висят часы: одни для этажа 1056, а другие для этажа 0000. Бритва Билл слышит чей-то голос, который повторяет только одно слово - «боль». Она идет на голос, но стоит ей подойти, как приближаются медсестра и уже виденный ей ранее человек. Она тут же прячется за занавеску. Медсестра входит в палату и понижает громкость синтезатора голоса у того, кто повторяет ""боль"". Пугающий ее человек, похоже, настроен дружелюбно; он представляется именем Бритва, приводит Билл в свою комнату и объясняет, что время для них идет быстрее, чем для тех, кто находится на другом конце корабля, и предлагает Билл чай. Он рассказывает, что Билл была убита на верхнем уровне, поэтому ее сердце заменили «блестящим» кибер-сердцем, и что она находилась в больнице в течение нескольких месяцев. Он также показывает ей прямой эфир с камер наверху: действие происходит в невероятно медленном темпе. Проходят месяцы, а Доктор на экране успевает лишь поднять брови. За это время Билл достаточно восстанавливается и начинает со временем работать уборщицей в больнице. Люди направляются на усовершенствование В один день Билл размышляет о том, как покинуть больницу. Пробыв в ней чуть больше года, она наконец просит Бритву помочь ей сбежать на верхние этажи. Он говорит ей, что пациенты пока не могут уходить далеко. Билл наконец выходит на прогулку вместе с Бритвой, и он объясняет ей, что когда-то на этаже 1056 было очень хорошо. Но затем все жители начали стареть и умирать, поэтому чтобы выжить, была организована операция «Исход»: все люди должны быть усовершенствованы. Но эволюция идет очень медленно. Бритва показывает ей, как люди направляются в больницу, чтобы измениться. Когда все закончится, все они поднимутся наверх и захватят управление. У Билл начинает останавливаться кибернетическое сердце, и она возвращается в больницу. Киберлюди схватили Билл Через несколько лет Билл видит, как Доктор, Мисси и Нардол наконец спускаются вниз. Она и Бритва устраивают побег. Когда они входят в преобразовательную, где должны находится двери лифта, в комнату также входят хирург , медсестра и двое пациентов. Билл попадает в ловушку. Оказывается, что Бритва намеренно заманил ее внутрь, чтобы ее усовершенствовали, как и других пациентов. Билл понимает, что ее ждет, и пытается сопротивляться - однако хирург говорит, что, пусть она и не перестанет ощущать боль, но перестанет ее замечать. Мисси и ее прошлое воплощение в маскировке Доктор, Мисси и Нардол спускаются на нижние этажи. Доктор велит Мисси посмотреть историю компьютера корабля, чтобы узнать, что происходит внизу. Бритва подходит к Мисси, та угрожает убить его, если он приблизится к ней. Бритва лишь смеется и хлопает в ладоши, а также говорит, что ждал встречи с ней. Мисси узнает, что космический корабль прибыл с Мондаса . Бритва напоминает Мисси о том, как она была на этом корабле, но Мисси говорит, что она здесь в первый раз. Бритва удивлен, что Мисси не помнит, как она была здесь в первый раз. Он наставляет на нее пистолет и говорит, что Доктор никогда не простит ее за то, что она когда-то сделала с Билл. Мисси не понимает, что он имеет в виду. Он спрашивает у Мисси, любит ли она ещё маскироваться? Оказывается, что человека по имени Бритва никогда не существовало. Мисси с ужасом осознает, что это ее Восемнадцатое воплощение. Он маскировался, чтобы Билл не узнала его как премьер-министра Гарольда Саксона. «Я Билл Поттс» В это же время Нардол и Доктор заходят дальше в больницу и попадают в преобразовательную - туда, где усовершенствовали Билл. Доктор использует свою звуковую отвертку, чтобы включить свет. Нардол замечает незавершенных пациентов. Они узнают об операции ""Исход"". И вдруг открывается дверь, в которой находится мондасианский киберчеловек. Доктор понимает, что тот совсем новый и к бою пока не готов. Доктор говорит, что не навредит ему, а просто ищет Билл. К ужасу Доктора, оказывается, что этот киберчеловек и есть Билл. Мастер, Мисси и «усовершенствованная» Билл В комнату входят Мисси и Мастер. Мастер называет эту операцию «Зарождение киберлюдей». Доктор крайне удивлен. Под маской Билл начинает плакать. Продолжение следует … "
https://tardis.fandom.com/ru/wiki/%D0%9F%D0%B0%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5_%D0%94%D0%BE%D0%BA%D1%82%D0%BE%D1%80%D0%B0,"
					Падение Доктора				",Двенадцатый Доктор,Билл Поттс,Питер Беннетт,1 июля 2017,"Падение Доктора The Doctor Falls Доктор Кто : 10 сезон 12 серия Доктор: Двенадцатый Доктор Спутники: Билл Поттс , Нардол Участвуют: Мисси , Мастер , Хэзер Враги: Киберлюди Камео: Первый Доктор Место: Мондасианский корабль-колония у чёрной дыры ТАРДИС Доктора Земля - Антарктида - декабрь 1986 Производственная информация Автор: Стивен Моффат Режиссёр: Рэйчел Талалэй Продюсер: Питер Беннетт Номер: 275b Дата выхода: 1 июля 2017 Формат: 60-минутный эпизод Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Будь вечны наши жизни Дважды во времени Падение Доктора (англ. The Doctor Falls ) — 12 и последняя серия 10 сезона возобновлённого « Доктора Кто » , показанная 1 июля 2017 года. Вторая часть двухсерийной истории, которая началась в прошлом эпизоде . Здесь произошло последнее регулярное появление в сериале Пёрл Маки в роли Билл Поттс и Мэтта Лукаса в роли Нардола , которым пришлось распрощаться с Доктором в ходе событий серии, а также последнее появление Мишель Гомес в роли Мисси , которая была убита своим прошлым воплощением, исполненным Джоном Симмом - после того, как Мисси убивает Мастера, чтобы удостовериться, что он регенерирует в неё и встанет на сторону Доктора, что завершает сюжетную арку Мисси в этом сезоне. Помимо оригинальных мондасианских киберлюдей , в серии были показаны две другие модели, которые были основными на протяжении всего возрождённого сериала. Доктор также объяснил запутанные версии о происхождении киберлюдей параллельной эволюцией, сославшись на события из расширенной вселенной. В ходе событий серии Двенадцатый Доктор был серьёзно ранен, что стало причиной начала его регенерации , показанного в предтитровой сцене прошлого эпизода. Доктор, однако, заявил, что отказывается меняться и проживать жизнь «кем-то другим», задержав регенерацию. В финальной сцене Двенадцатый Доктор неожиданно натолкнулся на Первого Доктора во время финальных моментов его последней серии « Десятая планета » (1966). Роль исполнил Дэвид Брэдли , ранее игравший в документальной драме « Приключение в пространстве и времени » (2013). Их встреча продолжается в рождественском спецвыпуске . Два Мастера схватили Двенадцатого Доктора, Билл теперь киберчеловек, а мондасианские киберлюди восстали, и пришёл час последней битвы Доктора… Данная серия продолжение серии Будь вечны наши жизни Доктор на руках у киберчеловека Начинается эпизод с того, что группа детей на этаже 0507 едет на солнечную ферму, на которой вместо чучел стоят пациенты с этажа 1056 . Этой ночью раздается сигнал тревоги, и детям велено спрятаться под кровати. Взрослые убивают всех пациентов, которые напали на ферму. Днем девочка по имени Алит гуляет по полю, как вдруг из пола вылетает шаттл, из которого выходит киберчеловек , который держит на руках Двенадцатого Доктора . Специальное появление: "
