URL,Name,Content
https://tardis.fandom.com/ru/wiki/%D0%AF%D1%80%D0%BE%D1%81%D1%82%D1%8C_%D0%B8%D0%B7_%D0%B3%D0%BB%D1%83%D0%B1%D0%B8%D0%BD%D1%8B,"
					Ярость из глубины				","Ярость из глубины Fury from the Deep Доктор Кто : 5 сезон 6 серия Доктор: Второй Доктор Спутники: Джейми , Виктория Враги: Существо из глубины Место: Земля - Англия - 1968 Производственная информация Автор: Виктор Пембертон Режиссёр: Хью Дэвид Продюсер: Питер Брайант Номер: 42 Дата выхода: 16 марта - 20 апреля 1968 Формат: 6 эпизодов по 25 мин. Отрывок Доктор Кто ← Предыдущее Следующее → Сеть страха Колесо в космосе Ярость из глубины — полностью утерянная 6 серия 5 сезона сериала « Доктор Кто », состоящая из 6 эпизодов, показанных в период с 16 марта по 20 апреля 1968 года. Сюжет серии рассказывает о приключении Второго Доктора , Джейми и Виктории на фабрике по добыче морского газа в 1968 году, где они противостоят таинственному существу из глубин. Здесь произошло первое появление звуковой отвёртки Доктора, которая со временем стала одним из основных его гаджетов. В конце серии показано прощание Доктора и Джейми с Викторией, которая остаётся в этом времени с приёмными родителями. Как в случае и с остальными сериями, все утерянные эпизоды существуют в виде реконструкций с оригинальной звуковой дорожкой и скриншотами. Кроме того, 14 сентября 2020 была выпущена анимационная версия серии. ТАРДИС приземляется на поверхности моря, недалеко от английского побережья. Путешественники добираются до берега, и исследуют странные водоросли и пену, которые находятся рядом с трубой, принадлежащей газодобывающему заводу. Охранники арестовывают Доктор и его спутников, так как те находились в запретной зоне, однако они пытаются объяснить персоналу, что завод в большой опасности из-за паразитического вида водоросли, которую обнаружил Доктор в трубе. Существо быстро распространяется, гипнотизируя некоторых людей, в том числе главу завода, который отказывается останавливать работу, не смотря на появление странного существа. В это время Виктория начинает понимать, насколько сильно её отяготила необычная жизнь с Доктором, однако сейчас не время думать об отдыхе, когда катастрофа на заводе может привести к ужасным последствиям… следует дополнить следует дополнить следует дополнить следует дополнить следует дополнить следует дополнить "
https://tardis.fandom.com/ru/wiki/%D0%94%D0%B6%D0%B0%D0%BD%D0%BE,"
					Джано				","Джано Jano Раса: Гуманоид Планета: Планета Старейшин и Дикарей Появления ТВ: Дикари (1966) Актёр: Фредерик Джегер Джано — лидер совета Старейшин на Земле-подобной планете , который дружелюбно встретил Первого Доктора и его спутников, рассказывая ему о достижениях Старейшин, которые позволили им наблюдать за путешествиями Доктора по времени и пространству. После того, как Джано поведал Доктору правду относительно выкачивания жизненной силы Дикарей , он собирался использовать этот процесс и на Докторе, однако получилось так, что вместе с некоторыми знаниями, к Джано перешли типичные личностные характеристики Доктора. Это побудило его принять сторону Дикарей, разрушить машину выкачивания энергии и объединить их со Старейшинами. ( ТВ: Дикари ) "
https://tardis.fandom.com/ru/wiki/%D0%99%D0%B0%D0%BD%D1%82%D0%BE_%D0%94%D0%B6%D0%BE%D0%BD%D1%81,"
					Йанто Джонс				","Йанто Джонс Ianto Jones Раса: Человек Планета: Земля Рождение: 19 августа 1983 Гибель: 2009 год Семья: Бабушка Отец Мать: Гленда Джонс Сестра: Рианнон Дэвис Партнеры: Рэйчел Аллан , Лиза Халлетт , Джек Харкнесс Занятие: Личный помощник, регистратор, архивариус Появления Первое: ТВ: Всё меняется (2006) Последнее: АУДИО: Big Finish (2021) Смерть: ТВ: Дети Земли: День четвёртый (2009) АУДИО: Дом мёртвых (2011) Появления: список Актёр: Гарет Дэвид-Ллойд Йанто Джонс (19 Август 1983-2009) — бывший член Торчвуда Один , присоединившийся к Торчвуду Три ( ТВ: Фрагменты ) после его разрушения во время битвы с киберлюдьми и далеками . ( ТВ: Судный день ) Изначально был офисным ассистентом команды, однако со временем стал принимать активное участие в миссиях. В тайне от остальных членов Торчвуда Три Йанто некоторое время держал в подвалах свою частично кибернитезированную подругу со времён работы на Торчвуд Один в надежде вернуть её в нормальное состояние, однако в итоге ему пришлось убить её, когда она активизировалась как полноценный киберчеловек и стала угрозой. ( ТВ: Киберженщина ) Это психологически сломило Йанто, однако ему удалось вернуться к нормальной жизни и через некоторое время он влюбился в Джека Харкнесса , став его партнёром. ( АУДИО: Сломленный ) Йанто погиб во время масштабного противостояния с расой 456, которые выдвинули требование человечеству отдать им часть всех детей Земли. Они с Джеком напрямую встретились с послом 456 в Темз-хаус, однако тот решил показать их силу, заблокировав выходы из здания и выпустив смертельный вирус. ( ТВ: Дети Земли ) Через шесть месяцев Джек расследовал паб под названием Дом мёртвых, в котором древнее существо из пространственно-временного рифта возрождало духи умерших людей. Джек воссоединился с Йанто, который некоторое время думал, что является живым. Чтобы уничтожить Дом, Йанто в итоге пришлось обмануть Джека, заставив его подумать, что он сможет вернуться к обычной жизни вместе с ним. Вместо этого дух Йанто остался и уничтожил Дом, запечатав рифт. ( АУДИО: Дом мёртвых ) Йанто родился 19 августа 1983 года в Кардиффе ( ТВ: Из дождя , Фрагменты ) у Гленды Джонс и её мужа. Его знак зодиака - Лев. ( АУДИО: Сквозь руины ) Его отец работал в универмаге Debenhams , но Йанто говорил людям, что он был портным. ( ТВ: Дети Земли: День пятый ) Его мать была из Брекона . Йанто каждые выходные ездил на автобусе, чтобы навестить свою бабушку. ( АУДИО: Последний маяк ) Йанто утверждал, что его отец любил водить его в кино ( ТВ: Из дождя ), но его сестра Рианнон намекала, что их отношения не были такими крепкими, как он их себе представлял. Рианнон и Йанто рассказали, что их отец однажды слишком сильно толкнул его на качелях в детстве, в результате чего он сломал ему ногу. ( ТВ: Дети Земли: День второй ) Он неоднократно говорил Йанто, что ему нужно работать на сталелитейном заводе или ремонтировать автомобили ( ПРОЗА: Память следа ), а также научил его взламывать замки. ( АУДИО: Слепая встреча на высшем уровне ) В Альтернативной реальности , Янто и Гвен пожертвовали собой, чтобы остановить вторжение сонтаранцев на Землю. ( ТВ: Поверни налево ) "
https://tardis.fandom.com/ru/wiki/%D0%98%D1%8D%D0%BD_%D0%A5%D0%B0%D0%BD%D0%BC%D0%BE%D1%80,"
					Иэн Ханмор				","Иэн Ханмор Ian Hanmore Рождение: 1953 Роль: Отец Анджело Работа: Актёр Карьера Другие работы: Сёстры Магдалины (2002) Миссис Хендерсон представляет (2005) Жизнь на Марсе (2007) Экстрасенс (2011) Игра престолов (2012) Чужестранка (2015) Иэн Ханмор (родился в 1953) — британский актёр, исполнивший роль отца Анджело в эпизоде « Клык и коготь » (2006) 2 сезона « Доктора Кто ». В 2013 году зачитал рассказ с Десятым Доктором из сборника « 11 Докторов, 11 историй ». Наиболее известен ролью чародея Пиата Прея во 2 сезоне « Игры престолов ». Также появлялся в фильмах и сериалах « После смерти » (1998), « Хозяин долины » (2001), « The Book Group » (2002), « Молодой Адам » (2003), « Сделка » (2003), « Свидетель на свадьбе » (2005), « Всё ещё игра » (2007), « Бесстыдники » (2009), « Воскрешая мертвых » (2011), « Призраки » (2011), « Цитадель » (2012), « Игра » (2014), « The Syndicate » (2015), « In Plain Sight » (2016) и др. "
